lattice_type,variant,L,bootstrap,Tc
triangular,m,256,68,3.653890742
triangular,m,256,69,3.653691414
triangular,m,256,70,3.653721312
triangular,m,256,71,3.653462214
triangular,m,256,72,3.653731278
triangular,m,256,73,3.65363162
triangular,m,256,74,3.653073636
triangular,m,256,75,3.653731278
triangular,m,256,76,3.653392463
triangular,m,256,77,3.653531968
triangular,m,256,78,3.653422356
triangular,m,256,79,3.653551898
triangular,m,256,80,3.65393061
triangular,m,256,81,3.653412392
triangular,m,256,82,3.653681448
triangular,m,256,83,3.653362571
triangular,m,256,84,3.653601724
triangular,m,256,85,3.65393061
triangular,m,256,86,3.653203153
triangular,m,256,87,3.653183226
triangular,m,256,88,3.653541933
triangular,m,256,89,3.653472179
triangular,m,256,90,3.653292824
triangular,m,256,91,3.653452249
triangular,m,256,92,3.653811008
triangular,m,256,93,3.653850875
triangular,m,256,94,3.653781109
triangular,m,256,95,3.652964052
triangular,m,256,96,3.65328286
triangular,m,256,97,3.654119996
triangular,m,256,98,3.653023824
triangular,m,256,99,3.65363162
triangular,m,256,100,3.65410006
triangular,m,256,101,3.653442285
triangular,m,256,102,3.652914243
triangular,m,256,103,3.653890742
triangular,m,256,104,3.653093561
triangular,m,256,105,3.653173263
triangular,m,256,106,3.653252969
triangular,m,256,107,3.652834552
triangular,m,256,108,3.653492108
triangular,m,256,109,3.653153337
triangular,m,256,110,3.653761177
triangular,m,256,111,3.654070156
triangular,m,256,112,3.653422356
triangular,m,256,113,3.653801042
triangular,m,256,114,3.653621655
triangular,m,256,115,3.653661517
triangular,m,256,116,3.653651551
triangular,m,256,117,3.653811008
triangular,m,256,118,3.653472179
triangular,m,256,119,3.653482143
triangular,m,256,120,3.653342643
triangular,m,256,121,3.653502073
triangular,m,256,122,3.65343232
triangular,m,256,123,3.653870808
triangular,m,256,124,3.653382499
triangular,m,256,125,3.652983976
triangular,m,256,126,3.653362571
triangular,m,256,127,3.653651551
triangular,m,256,128,3.653940578
triangular,m,256,129,3.653601724
triangular,m,256,130,3.653223079
triangular,m,256,131,3.653382499
triangular,m,256,132,3.653073636
triangular,m,256,133,3.652993938
triangular,m,256,134,3.653830942
triangular,m,256,135,3.653820975
triangular,m,256,136,3.653352607
triangular,m,256,137,3.653811008
triangular,m,256,138,3.653512038
triangular,m,256,139,3.653482143
triangular,m,256,140,3.653960512
triangular,m,256,141,3.653392463
triangular,m,256,142,3.653502073
triangular,m,256,143,3.653621655
triangular,m,256,144,3.653741244
triangular,m,256,145,3.653272896
triangular,m,256,146,3.653830942
triangular,m,256,147,3.653880775
triangular,m,256,148,3.653492108
triangular,m,256,149,3.653721312
triangular,m,256,150,3.65343232
triangular,m,256,151,3.653561863
triangular,m,256,152,3.653721312
triangular,m,256,153,3.653581793
triangular,m,256,154,3.653352607
triangular,m,256,155,3.653412392
triangular,m,256,156,3.653801042
triangular,m,256,157,3.653462214
triangular,m,256,158,3.653422356
triangular,m,256,159,3.653372535
triangular,m,256,160,3.653820975
triangular,m,256,161,3.653053711
triangular,m,256,162,3.65343232
triangular,m,256,163,3.653252969
triangular,m,256,164,3.653292824
triangular,m,256,165,3.652834552
triangular,m,256,166,3.653601724
triangular,m,256,167,3.652944128
triangular,m,256,168,3.653312751
triangular,m,256,169,3.653402427
triangular,m,256,170,3.654189775
triangular,m,256,171,3.652983976
triangular,m,256,172,3.653322715
triangular,m,256,173,3.65375121
triangular,m,256,174,3.652615419
triangular,m,256,175,3.653332679
triangular,m,256,176,3.653292824
triangular,m,256,177,3.653013862
triangular,m,256,178,3.653691414
triangular,m,256,179,3.653362571
triangular,m,256,180,3.65343232
triangular,m,256,181,3.653352607
triangular,m,256,182,3.653123449
triangular,m,256,183,3.653103524
triangular,m,256,184,3.653671483
triangular,m,256,185,3.652645299
triangular,m,256,186,3.653272896
triangular,m,256,187,3.653183226
triangular,m,256,188,3.653551898
triangular,m,256,189,3.653402427
triangular,m,256,190,3.653721312
triangular,m,256,191,3.653830942
triangular,m,256,192,3.653442285
triangular,m,256,193,3.65393061
triangular,m,256,194,3.65343232
triangular,m,256,195,3.653681448
triangular,m,256,196,3.653860842
triangular,m,256,197,3.653502073
triangular,m,256,198,3.653183226
triangular,m,256,199,3.653123449
triangular,m,384,0,3.649745916
triangular,m,384,1,3.649905466
triangular,m,384,2,3.649396949
triangular,m,384,3,3.649676117
triangular,m,384,4,3.649506617
triangular,m,384,5,3.649666146
triangular,m,384,6,3.649755887
triangular,m,384,7,3.649666146
triangular,m,384,8,3.649825689
triangular,m,384,9,3.649716001
triangular,m,384,10,3.649546498
triangular,m,384,11,3.650005191
triangular,m,384,12,3.649735944
triangular,m,384,13,3.649646204
triangular,m,384,14,3.649297256
triangular,m,384,15,3.649985246
triangular,m,384,16,3.6491876
triangular,m,384,17,3.649386979
triangular,m,384,18,3.649486677
triangular,m,384,19,3.649815717
triangular,m,384,20,3.649895493
triangular,m,384,21,3.64936704
triangular,m,384,22,3.649636233
triangular,m,384,23,3.649347102
triangular,m,384,24,3.64992541
triangular,m,384,25,3.649028113
triangular,m,384,26,3.649446797
triangular,m,384,27,3.650045083
triangular,m,384,28,3.649825689
triangular,m,384,29,3.649406918
triangular,m,384,30,3.649396949
triangular,m,384,31,3.649855605
triangular,m,384,32,3.649137759
triangular,m,384,33,3.6499653
triangular,m,384,34,3.649287287
triangular,m,384,35,3.649805745
triangular,m,384,36,3.649915438
triangular,m,384,37,3.649327163
triangular,m,384,38,3.649396949
triangular,m,384,39,3.649696059
triangular,m,384,40,3.649476707
triangular,m,384,41,3.649656175
triangular,m,384,42,3.650025137
triangular,m,384,43,3.649725973
triangular,m,384,44,3.649885521
triangular,m,384,45,3.649516587
triangular,m,384,46,3.649745916
triangular,m,384,47,3.649745916
triangular,m,384,48,3.649566438
triangular,m,384,49,3.649785802
triangular,m,384,50,3.649765859
triangular,m,384,51,3.649436827
triangular,m,384,52,3.649616291
triangular,m,384,53,3.649785802
triangular,m,384,54,3.649785802
triangular,m,384,55,3.649516587
triangular,m,384,56,3.650204659
triangular,m,384,57,3.649416888
triangular,m,384,58,3.650094949
triangular,m,384,59,3.649347102
triangular,m,384,60,3.649696059
triangular,m,384,61,3.649357071
triangular,m,384,62,3.649885521
triangular,m,384,63,3.649755887
triangular,m,384,64,3.65003511
triangular,m,384,65,3.64970603
triangular,m,384,66,3.650174738
triangular,m,384,67,3.64977583
triangular,m,384,68,3.649656175
triangular,m,384,69,3.649327163
triangular,m,384,70,3.649795773
triangular,m,384,71,3.649277318
triangular,m,384,72,3.649885521
triangular,m,384,73,3.649576409
triangular,m,384,74,3.649476707
triangular,m,384,75,3.64959635
triangular,m,384,76,3.649167664
triangular,m,384,77,3.649456767
triangular,m,384,78,3.64970603
triangular,m,384,79,3.649915438
triangular,m,384,80,3.649636233
triangular,m,384,81,3.649915438
triangular,m,384,82,3.649865577
triangular,m,384,83,3.64992541
triangular,m,384,84,3.649436827
triangular,m,384,85,3.65012487
triangular,m,384,86,3.64959635
triangular,m,384,87,3.649795773
triangular,m,384,88,3.649755887
triangular,m,384,89,3.649506617
triangular,m,384,90,3.649795773
triangular,m,384,91,3.650114896
triangular,m,384,92,3.649785802
triangular,m,384,93,3.649676117
triangular,m,384,94,3.649825689
triangular,m,384,95,3.649875549
triangular,m,384,96,3.649496647
triangular,m,384,97,3.649985246
triangular,m,384,98,3.649586379
triangular,m,384,99,3.649815717
triangular,m,384,100,3.649985246
triangular,m,384,101,3.649646204
triangular,m,384,102,3.649755887
triangular,m,384,103,3.649935383
triangular,m,384,104,3.650055056
triangular,m,384,105,3.649606321
triangular,m,384,106,3.650094949
triangular,m,384,107,3.649835661
triangular,m,384,108,3.64936704
triangular,m,384,109,3.649735944
triangular,m,384,110,3.649795773
triangular,m,384,111,3.649835661
triangular,m,384,112,3.649576409
triangular,m,384,113,3.649616291
triangular,m,384,114,3.6499653
triangular,m,384,115,3.64970603
triangular,m,384,116,3.649646204
triangular,m,384,117,3.649456767
triangular,m,384,118,3.649865577
triangular,m,384,119,3.649506617
triangular,m,384,120,3.649945355
triangular,m,384,121,3.649486677
triangular,m,384,122,3.649835661
triangular,m,384,123,3.64959635
triangular,m,384,124,3.64937701
triangular,m,384,125,3.650015164
triangular,m,384,126,3.649905466
triangular,m,384,127,3.649317194
triangular,m,384,128,3.649177632
triangular,m,384,129,3.649386979
triangular,m,384,130,3.650284453
triangular,m,384,131,3.649486677
triangular,m,384,132,3.649765859
triangular,m,384,133,3.649865577
triangular,m,384,134,3.649755887
triangular,m,384,135,3.650304402
triangular,m,384,136,3.649855605
triangular,m,384,137,3.649127791
triangular,m,384,138,3.649696059
triangular,m,384,139,3.649386979
triangular,m,384,140,3.649426857
triangular,m,384,141,3.649476707
triangular,m,384,142,3.650025137
triangular,m,384,143,3.649546498
triangular,m,384,144,3.649676117
triangular,m,384,145,3.649696059
triangular,m,384,146,3.649785802
triangular,m,384,147,3.649825689
triangular,m,384,148,3.65003511
triangular,m,384,149,3.649416888
triangular,m,384,150,3.649815717
triangular,m,384,151,3.649745916
triangular,m,384,152,3.649297256
triangular,m,384,153,3.649586379
triangular,m,384,154,3.64977583
triangular,m,384,155,3.649845633
triangular,m,384,156,3.649506617
triangular,m,384,157,3.64977583
triangular,m,384,158,3.649765859
triangular,m,384,159,3.649845633
triangular,m,384,160,3.649566438
triangular,m,384,161,3.649406918
triangular,m,384,162,3.649636233
triangular,m,384,163,3.64977583
triangular,m,384,164,3.649995219
triangular,m,384,165,3.649805745
triangular,m,384,166,3.649656175
triangular,m,384,167,3.649616291
triangular,m,384,168,3.649466737
triangular,m,384,169,3.649466737
triangular,m,384,170,3.649745916
triangular,m,384,171,3.649416888
triangular,m,384,172,3.649506617
triangular,m,384,173,3.649805745
triangular,m,384,174,3.649586379
triangular,m,384,175,3.649177632
triangular,m,384,176,3.649696059
triangular,m,384,177,3.649636233
triangular,m,384,178,3.649975273
triangular,m,384,179,3.65003511
triangular,m,384,180,3.64959635
triangular,m,384,181,3.649656175
triangular,m,384,182,3.649915438
triangular,m,384,183,3.649536527
triangular,m,384,184,3.649606321
triangular,m,384,185,3.649725973
triangular,m,384,186,3.64936704
triangular,m,384,187,3.650084976
triangular,m,384,188,3.650065029
triangular,m,384,189,3.649735944
triangular,m,384,190,3.649735944
triangular,m,384,191,3.649935383
triangular,m,384,192,3.649686088
triangular,m,384,193,3.649516587
triangular,m,384,194,3.649735944
triangular,m,384,195,3.6499653
triangular,m,384,196,3.649576409
triangular,m,384,197,3.649825689
triangular,m,384,198,3.649546498
triangular,m,384,199,3.649616291
triangular,m,512,0,3.647574198
triangular,m,512,1,3.647684056
triangular,m,512,2,3.647903792
triangular,m,512,3,3.647424402
triangular,m,512,4,3.647544238
triangular,m,512,5,3.647254649
triangular,m,512,6,3.647384459
triangular,m,512,7,3.647394444
triangular,m,512,8,3.647364487
triangular,m,512,9,3.647833873
triangular,m,512,10,3.647783932
triangular,m,512,11,3.647504292
triangular,m,512,12,3.647344516
triangular,m,512,13,3.647274619
triangular,m,512,14,3.647694043
triangular,m,512,15,3.647933758
triangular,m,512,16,3.647094895
triangular,m,512,17,3.647733993
triangular,m,512,18,3.647214709
triangular,m,512,19,3.647504292
triangular,m,512,20,3.647833873
triangular,m,512,21,3.647574198
triangular,m,512,22,3.647224694
triangular,m,512,23,3.647354502
triangular,m,512,24,3.647294589
triangular,m,512,25,3.647714018
triangular,m,512,26,3.647584185
triangular,m,512,27,3.647434388
triangular,m,512,28,3.647324545
triangular,m,512,29,3.647424402
triangular,m,512,30,3.64779392
triangular,m,512,31,3.647584185
triangular,m,512,32,3.647654094
triangular,m,512,33,3.647524265
triangular,m,512,34,3.647634119
triangular,m,512,35,3.647224694
triangular,m,512,36,3.647194739
triangular,m,512,37,3.647044975
triangular,m,512,38,3.647224694
triangular,m,512,39,3.647184755
triangular,m,512,40,3.647344516
triangular,m,512,41,3.647304574
triangular,m,512,42,3.647324545
triangular,m,512,43,3.647724006
triangular,m,512,44,3.647534251
triangular,m,512,45,3.647264634
triangular,m,512,46,3.646755465
triangular,m,512,47,3.647484319
triangular,m,512,48,3.647524265
triangular,m,512,49,3.647584185
triangular,m,512,50,3.647384459
triangular,m,512,51,3.647444374
triangular,m,512,52,3.647144816
triangular,m,512,53,3.647354502
triangular,m,512,54,3.647484319
triangular,m,512,55,3.647953735
triangular,m,512,56,3.647584185
triangular,m,512,57,3.647704031
triangular,m,512,58,3.647384459
triangular,m,512,59,3.64745436
triangular,m,512,60,3.647104879
triangular,m,512,61,3.647414416
triangular,m,512,62,3.647694043
triangular,m,512,63,3.647144816
triangular,m,512,64,3.647025007
triangular,m,512,65,3.647813896
triangular,m,512,66,3.647504292
triangular,m,512,67,3.64745436
triangular,m,512,68,3.647034991
triangular,m,512,69,3.647164785
triangular,m,512,70,3.647843861
triangular,m,512,71,3.647364487
triangular,m,512,72,3.647564211
triangular,m,512,73,3.647714018
triangular,m,512,74,3.647644107
triangular,m,512,75,3.647334531
triangular,m,512,76,3.64717477
triangular,m,512,77,3.647594171
triangular,m,512,78,3.647304574
triangular,m,512,79,3.647634119
triangular,m,512,80,3.647743981
triangular,m,512,81,3.647733993
triangular,m,512,82,3.647524265
triangular,m,512,83,3.647354502
triangular,m,512,84,3.647274619
triangular,m,512,85,3.647604158
triangular,m,512,86,3.647514278
triangular,m,512,87,3.647664081
triangular,m,512,88,3.647783932
triangular,m,512,89,3.647374473
triangular,m,512,90,3.647444374
triangular,m,512,91,3.647084911
triangular,m,512,92,3.647414416
triangular,m,512,93,3.647474333
triangular,m,512,94,3.647574198
triangular,m,512,95,3.647444374
triangular,m,512,96,3.647154801
triangular,m,512,97,3.647604158
triangular,m,512,98,3.647374473
triangular,m,512,99,3.647514278
triangular,m,512,100,3.647564211
triangular,m,512,101,3.647324545
triangular,m,512,102,3.64745436
triangular,m,512,103,3.647424402
triangular,m,512,104,3.647773944
triangular,m,512,105,3.647294589
triangular,m,512,106,3.647294589
triangular,m,512,107,3.647374473
triangular,m,512,108,3.647724006
triangular,m,512,109,3.647684056
triangular,m,512,110,3.647704031
triangular,m,512,111,3.647584185
triangular,m,512,112,3.647714018
triangular,m,512,113,3.647464346
triangular,m,512,114,3.647564211
triangular,m,512,115,3.647743981
triangular,m,512,116,3.647224694
triangular,m,512,117,3.647604158
triangular,m,512,118,3.647524265
triangular,m,512,119,3.64731456
triangular,m,512,120,3.647923769
triangular,m,512,121,3.647514278
triangular,m,512,122,3.647154801
triangular,m,512,123,3.647304574
triangular,m,512,124,3.647304574
triangular,m,512,125,3.647614145
triangular,m,512,126,3.647873826
triangular,m,512,127,3.647334531
triangular,m,512,128,3.647064943
triangular,m,512,129,3.647434388
triangular,m,512,130,3.647704031
triangular,m,512,131,3.647304574
triangular,m,512,132,3.647574198
triangular,m,512,133,3.647214709
triangular,m,512,134,3.64700504
triangular,m,512,135,3.647654094
triangular,m,512,136,3.647094895
triangular,m,512,137,3.647574198
triangular,m,512,138,3.646915189
triangular,m,512,139,3.647434388
triangular,m,512,140,3.647124848
triangular,m,512,141,3.647524265
triangular,m,512,142,3.647144816
triangular,m,512,143,3.647324545
triangular,m,512,144,3.647654094
triangular,m,512,145,3.647783932
triangular,m,512,146,3.647504292
triangular,m,512,147,3.647763957
triangular,m,512,148,3.64800368
triangular,m,512,149,3.647324545
triangular,m,512,150,3.647674068
triangular,m,512,151,3.647284604
triangular,m,512,152,3.647434388
triangular,m,512,153,3.647334531
triangular,m,512,154,3.647374473
triangular,m,512,155,3.647614145
triangular,m,512,156,3.647564211
triangular,m,512,157,3.647204724
triangular,m,512,158,3.647394444
triangular,m,512,159,3.647554224
triangular,m,512,160,3.647474333
triangular,m,512,161,3.647803908
triangular,m,512,162,3.647594171
triangular,m,512,163,3.647384459
triangular,m,512,164,3.647274619
triangular,m,512,165,3.647763957
triangular,m,512,166,3.647474333
triangular,m,512,167,3.647374473
triangular,m,512,168,3.647694043
triangular,m,512,169,3.647554224
triangular,m,512,170,3.647674068
triangular,m,512,171,3.64745436
triangular,m,512,172,3.647674068
triangular,m,512,173,3.647674068
triangular,m,512,174,3.647384459
triangular,m,512,175,3.647773944
triangular,m,512,176,3.647534251
triangular,m,512,177,3.647484319
triangular,m,512,178,3.647274619
triangular,m,512,179,3.647594171
triangular,m,512,180,3.647104879
triangular,m,512,181,3.647724006
triangular,m,512,182,3.647594171
triangular,m,512,183,3.647394444
triangular,m,512,184,3.647444374
triangular,m,512,185,3.647344516
triangular,m,512,186,3.646925172
triangular,m,512,187,3.647604158
triangular,m,512,188,3.647444374
triangular,m,512,189,3.64731456
triangular,m,512,190,3.647644107
triangular,m,512,191,3.64800368
triangular,m,512,192,3.647564211
triangular,m,512,193,3.64740443
triangular,m,512,194,3.647853849
triangular,m,512,195,3.647933758
triangular,m,512,196,3.647284604
triangular,m,512,197,3.647184755
triangular,m,512,198,3.647204724
triangular,m,512,199,3.648023659
triangular,m,768,0,3.645029344
triangular,m,768,1,3.644750125
triangular,m,768,2,3.644899701
triangular,m,768,3,3.644929618
triangular,m,768,4,3.645129075
triangular,m,768,5,3.645109128
triangular,m,768,6,3.644989453
triangular,m,768,7,3.644839869
triangular,m,768,8,3.645158996
triangular,m,768,9,3.645009398
triangular,m,768,10,3.645298631
triangular,m,768,11,3.644740154
triangular,m,768,12,3.644929618
triangular,m,768,13,3.644879757
triangular,m,768,14,3.645208864
triangular,m,768,15,3.645039317
triangular,m,768,16,3.645149022
triangular,m,768,17,3.644809954
triangular,m,768,18,3.645188916
triangular,m,768,19,3.645388402
triangular,m,768,20,3.645238786
triangular,m,768,21,3.644889729
triangular,m,768,22,3.644859813
triangular,m,768,23,3.645398377
triangular,m,768,24,3.644799982
triangular,m,768,25,3.644770068
triangular,m,768,26,3.64493959
triangular,m,768,27,3.645378427
triangular,m,768,28,3.645009398
triangular,m,768,29,3.644899701
triangular,m,768,30,3.644969508
triangular,m,768,31,3.64531858
triangular,m,768,32,3.644899701
triangular,m,768,33,3.645288656
triangular,m,768,34,3.644959535
triangular,m,768,35,3.645109128
triangular,m,768,36,3.645099155
triangular,m,768,37,3.645338529
triangular,m,768,38,3.645029344
triangular,m,768,39,3.645119102
triangular,m,768,40,3.644879757
triangular,m,768,41,3.645168969
triangular,m,768,42,3.644919646
triangular,m,768,43,3.645158996
triangular,m,768,44,3.645069236
triangular,m,768,45,3.645069236
triangular,m,768,46,3.644809954
triangular,m,768,47,3.644959535
triangular,m,768,48,3.645348503
triangular,m,768,49,3.645129075
triangular,m,768,50,3.645149022
triangular,m,768,51,3.64519889
triangular,m,768,52,3.645298631
triangular,m,768,53,3.645288656
triangular,m,768,54,3.64531858
triangular,m,768,55,3.645298631
triangular,m,768,56,3.645009398
triangular,m,768,57,3.645019371
triangular,m,768,58,3.645368452
triangular,m,768,59,3.645039317
triangular,m,768,60,3.644929618
triangular,m,768,61,3.644969508
triangular,m,768,62,3.645039317
triangular,m,768,63,3.645059263
triangular,m,768,64,3.644899701
triangular,m,768,65,3.645378427
triangular,m,768,66,3.645149022
triangular,m,768,67,3.645019371
triangular,m,768,68,3.644959535
triangular,m,768,69,3.645099155
triangular,m,768,70,3.645168969
triangular,m,768,71,3.645218838
triangular,m,768,72,3.644989453
triangular,m,768,73,3.645039317
triangular,m,768,74,3.645019371
triangular,m,768,75,3.644909673
triangular,m,768,76,3.645019371
triangular,m,768,77,3.645019371
triangular,m,768,78,3.645328554
triangular,m,768,79,3.645099155
triangular,m,768,80,3.645328554
triangular,m,768,81,3.64519889
triangular,m,768,82,3.644989453
triangular,m,768,83,3.64493959
triangular,m,768,84,3.644809954
triangular,m,768,85,3.645348503
triangular,m,768,86,3.645089182
triangular,m,768,87,3.645059263
triangular,m,768,88,3.645099155
triangular,m,768,89,3.645079209
triangular,m,768,90,3.645278682
triangular,m,768,91,3.64497948
triangular,m,768,92,3.645398377
triangular,m,768,93,3.644780039
triangular,m,768,94,3.645238786
triangular,m,768,95,3.645149022
triangular,m,768,96,3.645308605
triangular,m,768,97,3.644879757
triangular,m,768,98,3.644909673
triangular,m,768,99,3.645119102
triangular,m,768,100,3.644919646
triangular,m,768,101,3.645029344
triangular,m,768,102,3.644959535
triangular,m,768,103,3.644869785
triangular,m,768,104,3.645079209
triangular,m,768,105,3.645089182
triangular,m,768,106,3.644929618
triangular,m,768,107,3.645158996
triangular,m,768,108,3.645059263
triangular,m,768,109,3.645178943
triangular,m,768,110,3.645168969
triangular,m,768,111,3.64493959
triangular,m,768,112,3.645308605
triangular,m,768,113,3.644750125
triangular,m,768,114,3.645009398
triangular,m,768,115,3.645278682
triangular,m,768,116,3.644919646
triangular,m,768,117,3.645039317
triangular,m,768,118,3.64497948
triangular,m,768,119,3.645039317
triangular,m,768,120,3.645099155
triangular,m,768,121,3.645109128
triangular,m,768,122,3.645039317
triangular,m,768,123,3.645149022
triangular,m,768,124,3.644879757
triangular,m,768,125,3.645069236
triangular,m,768,126,3.644969508
triangular,m,768,127,3.644849841
triangular,m,768,128,3.644949563
triangular,m,768,129,3.644869785
triangular,m,768,130,3.645019371
triangular,m,768,131,3.645288656
triangular,m,768,132,3.645109128
triangular,m,768,133,3.644889729
triangular,m,768,134,3.645019371
triangular,m,768,135,3.64519889
triangular,m,768,136,3.644969508
triangular,m,768,137,3.645398377
triangular,m,768,138,3.644839869
triangular,m,768,139,3.645278682
triangular,m,768,140,3.645059263
triangular,m,768,141,3.64493959
triangular,m,768,142,3.645039317
triangular,m,768,143,3.644899701
triangular,m,768,144,3.645208864
triangular,m,768,145,3.644869785
triangular,m,768,146,3.645129075
triangular,m,768,147,3.645378427
triangular,m,768,148,3.644919646
triangular,m,768,149,3.644809954
triangular,m,768,150,3.645039317
triangular,m,768,151,3.644720211
triangular,m,768,152,3.645129075
triangular,m,768,153,3.644959535
triangular,m,768,154,3.645168969
triangular,m,768,155,3.645268708
triangular,m,768,156,3.644969508
triangular,m,768,157,3.645009398
triangular,m,768,158,3.64493959
triangular,m,768,159,3.64524876
triangular,m,768,160,3.644849841
triangular,m,768,161,3.645019371
triangular,m,768,162,3.645129075
triangular,m,768,163,3.644919646
triangular,m,768,164,3.645029344
triangular,m,768,165,3.64497948
triangular,m,768,166,3.645079209
triangular,m,768,167,3.644700269
triangular,m,768,168,3.645388402
triangular,m,768,169,3.644999425
triangular,m,768,170,3.64493959
triangular,m,768,171,3.644949563
triangular,m,768,172,3.645009398
triangular,m,768,173,3.644770068
triangular,m,768,174,3.645089182
triangular,m,768,175,3.644959535
triangular,m,768,176,3.645079209
triangular,m,768,177,3.645278682
triangular,m,768,178,3.645168969
triangular,m,768,179,3.644849841
triangular,m,768,180,3.644959535
triangular,m,768,181,3.64504929
triangular,m,768,182,3.645408352
triangular,m,768,183,3.645258734
triangular,m,768,184,3.64524876
triangular,m,768,185,3.644989453
triangular,m,768,186,3.64497948
triangular,m,768,187,3.644819926
triangular,m,768,188,3.645069236
triangular,m,768,189,3.645438277
triangular,m,768,190,3.645218838
triangular,m,768,191,3.645129075
triangular,m,768,192,3.645398377
triangular,m,768,193,3.645418327
triangular,m,768,194,3.645079209
triangular,m,768,195,3.644919646
triangular,m,768,196,3.645109128
triangular,m,768,197,3.645278682
triangular,m,768,198,3.64524876
triangular,m,768,199,3.644909673
triangular,m,1024,0,3.644137667
triangular,m,1024,1,3.644047834
triangular,m,1024,2,3.643838243
triangular,m,1024,3,3.644047834
triangular,m,1024,4,3.644017891
triangular,m,1024,5,3.644057815
triangular,m,1024,6,3.64433731
triangular,m,1024,7,3.64400791
triangular,m,1024,8,3.644207539
triangular,m,1024,9,3.644137667
triangular,m,1024,10,3.644147648
triangular,m,1024,11,3.644297379
triangular,m,1024,12,3.644167612
triangular,m,1024,13,3.644107722
triangular,m,1024,14,3.644317344
triangular,m,1024,15,3.644077778
triangular,m,1024,16,3.644117703
triangular,m,1024,17,3.644267432
triangular,m,1024,18,3.644077778
triangular,m,1024,19,3.644207539
triangular,m,1024,20,3.644107722
triangular,m,1024,21,3.644087759
triangular,m,1024,22,3.644317344
triangular,m,1024,23,3.644117703
triangular,m,1024,24,3.644307362
triangular,m,1024,25,3.644167612
triangular,m,1024,26,3.644167612
triangular,m,1024,27,3.644277415
triangular,m,1024,28,3.644237485
triangular,m,1024,29,3.644397207
triangular,m,1024,30,3.644087759
triangular,m,1024,31,3.644227503
triangular,m,1024,32,3.64415763
triangular,m,1024,33,3.644037853
triangular,m,1024,34,3.644227503
triangular,m,1024,35,3.644217521
triangular,m,1024,36,3.644107722
triangular,m,1024,37,3.644287397
triangular,m,1024,38,3.644237485
triangular,m,1024,39,3.644097741
triangular,m,1024,40,3.644576911
triangular,m,1024,41,3.643848223
triangular,m,1024,42,3.644097741
triangular,m,1024,43,3.644197557
triangular,m,1024,44,3.643868183
triangular,m,1024,45,3.644047834
triangular,m,1024,46,3.644017891
triangular,m,1024,47,3.644047834
triangular,m,1024,48,3.644227503
triangular,m,1024,49,3.644137667
triangular,m,1024,50,3.644117703
triangular,m,1024,51,3.644137667
triangular,m,1024,52,3.643868183
triangular,m,1024,53,3.644067797
triangular,m,1024,54,3.644087759
triangular,m,1024,55,3.644237485
triangular,m,1024,56,3.644327327
triangular,m,1024,57,3.644117703
triangular,m,1024,58,3.644117703
triangular,m,1024,59,3.644017891
triangular,m,1024,60,3.643948026
triangular,m,1024,61,3.644297379
triangular,m,1024,62,3.644546959
triangular,m,1024,63,3.644177593
triangular,m,1024,64,3.643987949
triangular,m,1024,65,3.644427156
triangular,m,1024,66,3.643848223
triangular,m,1024,67,3.644187575
triangular,m,1024,68,3.64415763
triangular,m,1024,69,3.644207539
triangular,m,1024,70,3.644227503
triangular,m,1024,71,3.64415763
triangular,m,1024,72,3.64415763
triangular,m,1024,73,3.643808303
triangular,m,1024,74,3.644317344
triangular,m,1024,75,3.644177593
triangular,m,1024,76,3.644067797
triangular,m,1024,77,3.644207539
triangular,m,1024,78,3.644187575
triangular,m,1024,79,3.644177593
triangular,m,1024,80,3.644137667
triangular,m,1024,81,3.644037853
triangular,m,1024,82,3.644187575
triangular,m,1024,83,3.643987949
triangular,m,1024,84,3.644087759
triangular,m,1024,85,3.64433731
triangular,m,1024,86,3.64400791
triangular,m,1024,87,3.64425745
triangular,m,1024,88,3.644057815
triangular,m,1024,89,3.644147648
triangular,m,1024,90,3.644237485
triangular,m,1024,91,3.644317344
triangular,m,1024,92,3.644137667
triangular,m,1024,93,3.644247468
triangular,m,1024,94,3.643928065
triangular,m,1024,95,3.644197557
triangular,m,1024,96,3.644127685
triangular,m,1024,97,3.64415763
triangular,m,1024,98,3.644037853
triangular,m,1024,99,3.644397207
triangular,m,1024,100,3.644217521
triangular,m,1024,101,3.644267432
triangular,m,1024,102,3.643977968
triangular,m,1024,103,3.643977968
triangular,m,1024,104,3.644367258
triangular,m,1024,105,3.644177593
triangular,m,1024,106,3.644077778
triangular,m,1024,107,3.644087759
triangular,m,1024,108,3.644167612
triangular,m,1024,109,3.644227503
triangular,m,1024,110,3.643987949
triangular,m,1024,111,3.644037853
triangular,m,1024,112,3.64433731
triangular,m,1024,113,3.644017891
triangular,m,1024,114,3.644187575
triangular,m,1024,115,3.643848223
triangular,m,1024,116,3.644127685
triangular,m,1024,117,3.644167612
triangular,m,1024,118,3.644397207
triangular,m,1024,119,3.644177593
triangular,m,1024,120,3.644187575
triangular,m,1024,121,3.644127685
triangular,m,1024,122,3.644097741
triangular,m,1024,123,3.644227503
triangular,m,1024,124,3.644187575
triangular,m,1024,125,3.644147648
triangular,m,1024,126,3.644237485
triangular,m,1024,127,3.644177593
triangular,m,1024,128,3.644327327
triangular,m,1024,129,3.644057815
triangular,m,1024,130,3.644037853
triangular,m,1024,131,3.643608718
triangular,m,1024,132,3.644017891
