lattice_type,representation,L,T,observable,mean,jackknife_se,n_samples
triangular,cell,3072,3.6795,ec_avg,0,0,200
triangular,cell,3072,3.68,ec_avg,0,0,200
triangular,cell,3072,3.6805,ec_avg,0,0,200
triangular,cell,3072,3.681,ec_avg,0,0,200
triangular,cell,3072,3.6815,ec_avg,0,0,200
triangular,cell,3072,3.682,ec_avg,0,0,200
triangular,cell,3072,3.6825,ec_avg,0,0,200
triangular,cell,3072,3.683,ec_avg,0,0,200
triangular,cell,3072,3.6835,ec_avg,0,0,200
triangular,cell,3072,3.684,ec_avg,0,0,200
triangular,cell,3072,3.6845,ec_avg,0,0,200
triangular,cell,3072,3.685,ec_avg,0,0,200
triangular,cell,3072,3.6855,ec_avg,0,0,200
triangular,cell,3072,3.686,ec_avg,0,0,200
triangular,cell,3072,3.6865,ec_avg,0,0,200
triangular,cell,3072,3.687,ec_avg,0,0,200
triangular,cell,3072,3.6875,ec_avg,0,0,200
triangular,cell,3072,3.688,ec_avg,0,0,200
triangular,cell,3072,3.6885,ec_avg,0,0,200
triangular,cell,3072,3.689,ec_avg,0,0,200
triangular,cell,3072,3.6895,ec_avg,0,0,200
triangular,cell,3072,3.69,ec_avg,0,0,200
triangular,cell,3072,3.6905,ec_avg,0,0,200
triangular,cell,3072,3.691,ec_avg,0,0,200
triangular,cell,3072,3.6915,ec_avg,0,0,200
triangular,cell,3072,3.692,ec_avg,0,0,200
triangular,cell,3072,3.6925,ec_avg,0,0,200
triangular,cell,3072,3.693,ec_avg,0,0,200
triangular,cell,3072,3.6935,ec_avg,0,0,200
triangular,cell,3072,3.694,ec_avg,0,0,200
triangular,cell,3072,3.6945,ec_avg,0,0,200
triangular,cell,3072,3.695,ec_avg,0,0,200
triangular,cell,3072,3.6955,ec_avg,0,0,200
triangular,cell,3072,3.696,ec_avg,0,0,200
triangular,cell,3072,3.6965,ec_avg,0,0,200
triangular,cell,3072,3.697,ec_avg,0,0,200
triangular,cell,3072,3.6975,ec_avg,0,0,200
triangular,cell,3072,3.698,ec_avg,0,0,200
triangular,cell,3072,3.6985,ec_avg,0,0,200
triangular,cell,3072,3.699,ec_avg,0,0,200
triangular,cell,3072,3.6995,ec_avg,0,0,200
triangular,cell,3072,3.7,ec_avg,0,0,200
triangular,cell,3072,3.7005,ec_avg,0,0,200
triangular,cell,3072,3.701,ec_avg,0,0,200
triangular,cell,3072,3.7015,ec_avg,0,0,200
triangular,cell,3072,3.702,ec_avg,0,0,200
triangular,cell,3072,3.7025,ec_avg,0,0,200
triangular,cell,3072,3.703,ec_avg,0,0,200
triangular,cell,3072,3.7035,ec_avg,0,0,200
triangular,cell,3072,3.704,ec_avg,0,0,200
triangular,cell,3072,3.7045,ec_avg,0,0,200
triangular,cell,3072,3.705,ec_avg,0,0,200
triangular,cell,3072,3.7055,ec_avg,0,0,200
triangular,cell,3072,3.706,ec_avg,0,0,200
triangular,cell,3072,3.7065,ec_avg,0,0,200
triangular,cell,3072,3.707,ec_avg,0,0,200
triangular,cell,3072,3.7075,ec_avg,0,0,200
