lattice_type,representation,variant,L,bootstrap,Tc,chi_c
triangular,vertex,m,128,16,3.66544852,141.553189
triangular,vertex,m,128,17,3.66621783,142.6146992
triangular,vertex,m,128,18,3.666987462,140.8608334
triangular,vertex,m,128,19,3.665728232,141.8454343
triangular,vertex,m,128,20,3.666237816,142.6208884
triangular,vertex,m,128,21,3.665908069,140.7949413
triangular,vertex,m,128,22,3.666297776,138.1000741
triangular,vertex,m,128,23,3.666297776,142.1679271
triangular,vertex,m,128,24,3.667677407,139.1353258
triangular,vertex,m,128,25,3.666597608,143.4235583
triangular,vertex,m,128,26,3.666357739,139.2735452
triangular,vertex,m,128,27,3.667327402,143.1423228
triangular,vertex,m,128,28,3.66544852,143.391184
triangular,vertex,m,128,29,3.666367733,142.7555248
triangular,vertex,m,128,30,3.665848121,141.3944923
triangular,vertex,m,128,31,3.667997469,143.4592828
triangular,vertex,m,128,32,3.666227823,140.2441025
triangular,vertex,m,128,33,3.667167422,143.3847508
triangular,vertex,m,128,34,3.667737414,139.3588486
triangular,vertex,m,128,35,3.665318669,143.0634391
triangular,vertex,m,128,36,3.6673574,143.6813767
triangular,vertex,m,128,37,3.666887491,142.3120532
triangular,vertex,m,128,38,3.667087438,141.9381607
triangular,vertex,m,128,39,3.667057444,139.9494342
triangular,vertex,m,128,40,3.667927451,142.1161802
triangular,vertex,m,128,41,3.664749429,141.9942504
triangular,vertex,m,128,42,3.66770741,141.1151494
triangular,vertex,m,128,43,3.666527643,142.5237718
triangular,vertex,m,128,44,3.666557627,138.8475469
triangular,vertex,m,128,45,3.666577617,142.5660105
triangular,vertex,m,128,46,3.667227413,140.2887158
triangular,vertex,m,128,47,3.665528434,140.9933138
triangular,vertex,m,128,48,3.666267796,142.9656173
triangular,vertex,m,128,49,3.665828139,140.1658921
triangular,vertex,m,128,50,3.66712743,140.193198
triangular,vertex,m,128,51,3.666237816,140.0390514
triangular,vertex,m,128,52,3.666907485,143.2381712
triangular,vertex,m,128,53,3.666417703,141.138356
triangular,vertex,m,128,54,3.666007986,141.7398661
triangular,vertex,m,128,55,3.665728232,143.316381
triangular,vertex,m,128,56,3.666157872,142.4604225
triangular,vertex,m,128,57,3.666047954,143.1519734
triangular,vertex,m,128,58,3.666397715,143.1967418
triangular,vertex,m,128,59,3.666527643,141.0056352
triangular,vertex,m,128,60,3.665948035,142.525378
triangular,vertex,m,128,61,3.665938043,141.5119483
